Time_Index,MA_natural_gas,MA_natural_gas_CCS_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
226,1.0,1.0,0.118508637,0.599,1.0,0.118508637,0.607,1.0,0.4323816,0.599,1.0,1.0,1.0
227,1.0,1.0,0.092816167,0.7065,1.0,0.092816167,0.6945,1.0,0.295100838,0.7065,1.0,1.0,1.0
228,1.0,1.0,0.010389035,0.7095,1.0,0.010389035,0.7035,1.0,0.187555581,0.7095,1.0,1.0,1.0
229,1.0,1.0,0.004800459,0.6849,1.0,0.004800459,0.6451,1.0,0.257159412,0.6849,1.0,1.0,1.0
230,1.0,1.0,0.021742992,0.697,1.0,0.021742992,0.6623,1.0,0.242588431,0.697,1.0,1.0,1.0
231,1.0,1.0,0.033645563,0.4869,1.0,0.033645563,0.4454,1.0,0.204955503,0.4869,1.0,1.0,1.0
232,1.0,1.0,0.091753595,0.3611,1.0,0.091753595,0.3532,1.0,0.090663716,0.3611,1.0,1.0,1.0
233,1.0,1.0,0.073397309,0.252,1.0,0.073397309,0.2602,1.0,0.037262738,0.252,1.0,1.0,1.0
234,1.0,1.0,0.177771747,0.1208,1.0,0.177771747,0.1457,1.0,0.03664995,0.1208,1.0,1.0,1.0
235,1.0,1.0,0.125503883,0.0097,1.0,0.125503883,0.0164,1.0,0.173653916,0.0097,1.0,1.0,1.0
236,1.0,1.0,0.225670695,0.0,1.0,0.225670695,0.0,1.0,0.273606956,0.0,1.0,1.0,1.0
237,1.0,1.0,0.218891159,0.0,1.0,0.218891159,0.0,1.0,0.345028669,0.0,1.0,1.0,1.0
238,1.0,1.0,0.241132259,0.0,1.0,0.241132259,0.0,1.0,0.281041026,0.0,1.0,1.0,1.0
239,1.0,1.0,0.264220625,0.0,1.0,0.264220625,0.0,1.0,0.202513039,0.0,1.0,1.0,1.0
240,1.0,1.0,0.19123134,0.0,1.0,0.19123134,0.0,1.0,0.33689782,0.0,1.0,1.0,1.0
241,1.0,1.0,0.444902152,0.0,1.0,0.444902152,0.0,1.0,0.365752518,0.0,1.0,1.0,1.0
242,1.0,1.0,0.460135907,0.0,1.0,0.460135907,0.0,1.0,0.379359096,0.0,1.0,1.0,1.0
243,1.0,1.0,0.514190614,0.0,1.0,0.514190614,0.0,1.0,0.325106531,0.0,1.0,1.0,1.0
244,1.0,1.0,0.344889462,0.0,1.0,0.344889462,0.0,1.0,0.333932668,0.0,1.0,1.0,1.0
245,1.0,1.0,0.221222699,0.0,1.0,0.221222699,0.0,1.0,0.384271324,0.0,1.0,1.0,1.0
246,1.0,1.0,0.323626906,0.0,1.0,0.323626906,0.0,1.0,0.459899426,0.0,1.0,1.0,1.0
247,1.0,1.0,0.296585143,0.073,1.0,0.296585143,0.0756,1.0,0.427961826,0.073,1.0,1.0,1.0
248,1.0,1.0,0.300489902,0.2431,1.0,0.300489902,0.2584,1.0,0.319929838,0.2431,1.0,1.0,1.0
249,1.0,1.0,0.009009168,0.4253,1.0,0.009009168,0.4477,1.0,0.080077723,0.4253,1.0,1.0,1.0
250,1.0,1.0,0.005413182,0.575,1.0,0.005413182,0.603,1.0,0.201652423,0.575,1.0,1.0,1.0
251,1.0,1.0,0.032803237,0.6945,1.0,0.032803237,0.7172,1.0,0.25765118,0.6945,1.0,1.0,1.0
252,1.0,1.0,0.059648238,0.7176,1.0,0.059648238,0.7315,1.0,0.280694634,0.7176,1.0,1.0,1.0
253,1.0,1.0,0.048079468,0.7241,1.0,0.048079468,0.7328,1.0,0.436991394,0.7241,1.0,1.0,1.0
254,1.0,1.0,0.097284406,0.7208,1.0,0.097284406,0.7283,1.0,0.446297139,0.7208,1.0,1.0,1.0
255,1.0,1.0,0.132096112,0.663,1.0,0.132096112,0.681,1.0,0.542639732,0.663,1.0,1.0,1.0
256,1.0,1.0,0.21807085,0.5295,1.0,0.21807085,0.5637,1.0,0.615163684,0.5295,1.0,1.0,1.0
257,1.0,1.0,0.262657136,0.3579,1.0,0.262657136,0.4093,1.0,0.729590952,0.3579,1.0,1.0,1.0
258,1.0,1.0,0.444852829,0.1521,1.0,0.444852829,0.2091,1.0,0.729057014,0.1521,1.0,1.0,1.0
259,1.0,1.0,0.393538952,0.0416,1.0,0.393538952,0.0674,1.0,0.717143059,0.0416,1.0,1.0,1.0
260,1.0,1.0,0.307857603,0.0,1.0,0.307857603,0.0,1.0,0.85931164,0.0,1.0,1.0,1.0
261,1.0,1.0,0.898757994,0.0,1.0,0.898757994,0.0,1.0,0.721602619,0.0,1.0,1.0,1.0
262,1.0,1.0,0.783025742,0.0,1.0,0.783025742,0.0,1.0,0.519651413,0.0,1.0,1.0,1.0
263,1.0,1.0,0.695123971,0.0,1.0,0.695123971,0.0,1.0,0.470836759,0.0,1.0,1.0,1.0
264,1.0,1.0,0.727230906,0.0,1.0,0.727230906,0.0,1.0,0.51728344,0.0,1.0,1.0,1.0
265,1.0,1.0,0.906098187,0.0,1.0,0.906098187,0.0,1.0,0.602226555,0.0,1.0,1.0,1.0
266,1.0,1.0,0.964462399,0.0,1.0,0.964462399,0.0,1.0,0.717101514,0.0,1.0,1.0,1.0
267,1.0,1.0,0.972168505,0.0,1.0,0.972168505,0.0,1.0,0.703789055,0.0,1.0,1.0,1.0
268,1.0,1.0,0.986720443,0.0,1.0,0.986720443,0.0,1.0,0.664553881,0.0,1.0,1.0,1.0
269,1.0,1.0,0.910772681,0.0,1.0,0.910772681,0.0,1.0,0.582078278,0.0,1.0,1.0,1.0
270,1.0,1.0,0.839319825,0.0,1.0,0.839319825,0.0,1.0,0.534162283,0.0,1.0,1.0,1.0
271,1.0,1.0,0.381622046,0.0778,1.0,0.381622046,0.1059,1.0,0.536282241,0.0778,1.0,1.0,1.0
272,1.0,1.0,0.143958166,0.2571,1.0,0.143958166,0.2839,1.0,0.345888674,0.2571,1.0,1.0,1.0
273,1.0,1.0,0.000218557,0.4415,1.0,0.000218557,0.463,1.0,0.067623883,0.4415,1.0,1.0,1.0
274,1.0,1.0,0.000510002,0.5769,1.0,0.000510002,0.5831,1.0,0.021597832,0.5769,1.0,1.0,1.0
275,1.0,1.0,0.083214864,0.659,1.0,0.083214864,0.6466,1.0,0.020723,0.659,1.0,1.0,1.0
276,1.0,1.0,0.379179806,0.648,1.0,0.379179806,0.6319,1.0,0.04386403,0.648,1.0,1.0,1.0
277,1.0,1.0,0.844168305,0.6455,1.0,0.844168305,0.685,1.0,0.124951094,0.6455,1.0,1.0,1.0
278,1.0,1.0,0.888040662,0.6584,1.0,0.888040662,0.7031,1.0,0.163836449,0.6584,1.0,1.0,1.0
279,1.0,1.0,0.916626334,0.6393,1.0,0.916626334,0.6401,1.0,0.313371807,0.6393,1.0,1.0,1.0
280,1.0,1.0,0.972031176,0.5194,1.0,0.972031176,0.5318,1.0,0.445517898,0.5194,1.0,1.0,1.0
281,1.0,1.0,0.999287188,0.3527,1.0,0.999287188,0.3754,1.0,0.545267344,0.3527,1.0,1.0,1.0
282,1.0,1.0,0.94767946,0.1498,1.0,0.94767946,0.1825,1.0,0.638798833,0.1498,1.0,1.0,1.0
283,1.0,1.0,0.873701751,0.0324,1.0,0.873701751,0.0398,1.0,0.721302986,0.0324,1.0,1.0,1.0
284,1.0,1.0,0.705336988,0.0,1.0,0.705336988,0.0,1.0,0.715687037,0.0,1.0,1.0,1.0
285,1.0,1.0,0.639790893,0.0,1.0,0.639790893,0.0,1.0,0.814773202,0.0,1.0,1.0,1.0
286,1.0,1.0,0.219112173,0.0,1.0,0.219112173,0.0,1.0,0.911356688,0.0,1.0,1.0,1.0
287,1.0,1.0,0.361968666,0.0,1.0,0.361968666,0.0,1.0,0.957081795,0.0,1.0,1.0,1.0
288,1.0,1.0,0.236685067,0.0,1.0,0.236685067,0.0,1.0,0.963609755,0.0,1.0,1.0,1.0
289,1.0,1.0,0.259338766,0.0,1.0,0.259338766,0.0,1.0,0.959987164,0.0,1.0,1.0,1.0
290,1.0,1.0,0.281132579,0.0,1.0,0.281132579,0.0,1.0,0.869126678,0.0,1.0,1.0,1.0
291,1.0,1.0,0.204233021,0.0,1.0,0.204233021,0.0,1.0,0.886592984,0.0,1.0,1.0,1.0
292,1.0,1.0,0.215455055,0.0,1.0,0.215455055,0.0,1.0,0.860317469,0.0,1.0,1.0,1.0
293,1.0,1.0,0.175008059,0.0,1.0,0.175008059,0.0,1.0,0.862108827,0.0,1.0,1.0,1.0
294,1.0,1.0,0.152520984,0.0,1.0,0.152520984,0.0,1.0,0.782500505,0.0,1.0,1.0,1.0
295,1.0,1.0,0.071609408,0.0573,1.0,0.071609408,0.0752,1.0,0.781155348,0.0573,1.0,1.0,1.0
296,1.0,1.0,0.033815674,0.1902,1.0,0.033815674,0.2161,1.0,0.576450765,0.1902,1.0,1.0,1.0
297,1.0,1.0,0.197519287,0.3846,1.0,0.197519287,0.3905,1.0,0.456777811,0.3846,1.0,1.0,1.0
298,1.0,1.0,0.077234678,0.508,1.0,0.077234678,0.5169,1.0,0.396456152,0.508,1.0,1.0,1.0
299,1.0,1.0,0.108085491,0.61,1.0,0.108085491,0.627,1.0,0.339726448,0.61,1.0,1.0,1.0
300,1.0,1.0,0.320897609,0.6501,1.0,0.320897609,0.6556,1.0,0.255490839,0.6501,1.0,1.0,1.0
301,1.0,1.0,0.37067911,0.6423,1.0,0.37067911,0.6445,1.0,0.380047709,0.6423,1.0,1.0,1.0
302,1.0,1.0,0.703896582,0.6489,1.0,0.703896582,0.6383,1.0,0.423125267,0.6489,1.0,1.0,1.0
303,1.0,1.0,0.913187981,0.5848,1.0,0.913187981,0.5723,1.0,0.489750296,0.5848,1.0,1.0,1.0
304,1.0,1.0,0.977256835,0.4683,1.0,0.977256835,0.5163,1.0,0.573457897,0.4683,1.0,1.0,1.0
305,1.0,1.0,1.0,0.3278,1.0,1.0,0.3814,1.0,0.549458802,0.3278,1.0,1.0,1.0
306,1.0,1.0,0.998269737,0.1379,1.0,0.998269737,0.1889,1.0,0.475300193,0.1379,1.0,1.0,1.0
307,1.0,1.0,0.931133628,0.0234,1.0,0.931133628,0.0427,1.0,0.526453376,0.0234,1.0,1.0,1.0
308,1.0,1.0,0.294844568,0.0,1.0,0.294844568,0.0,1.0,0.467790544,0.0,1.0,1.0,1.0
309,1.0,1.0,0.17384097,0.0,1.0,0.17384097,0.0,1.0,0.492123365,0.0,1.0,1.0,1.0
310,1.0,1.0,0.047792602,0.0,1.0,0.047792602,0.0,1.0,0.502970934,0.0,1.0,1.0,1.0
311,1.0,1.0,0.046951711,0.0,1.0,0.046951711,0.0,1.0,0.557470143,0.0,1.0,1.0,1.0
312,1.0,1.0,0.139940053,0.0,1.0,0.139940053,0.0,1.0,0.66036576,0.0,1.0,1.0,1.0
313,1.0,1.0,0.201329976,0.0,1.0,0.201329976,0.0,1.0,0.667828858,0.0,1.0,1.0,1.0
314,1.0,1.0,0.258197904,0.0,1.0,0.258197904,0.0,1.0,0.837595224,0.0,1.0,1.0,1.0
315,1.0,1.0,0.767325222,0.0,1.0,0.767325222,0.0,1.0,0.802787244,0.0,1.0,1.0,1.0
316,1.0,1.0,0.787576795,0.0,1.0,0.787576795,0.0,1.0,0.665636003,0.0,1.0,1.0,1.0
317,1.0,1.0,0.903940916,0.0,1.0,0.903940916,0.0,1.0,0.654958725,0.0,1.0,1.0,1.0
318,1.0,1.0,0.87623167,0.0,1.0,0.87623167,0.0,1.0,0.686453402,0.0,1.0,1.0,1.0
319,1.0,1.0,0.375950485,0.0323,1.0,0.375950485,0.058,1.0,0.80768013,0.0323,1.0,1.0,1.0
320,1.0,1.0,0.244787961,0.1293,1.0,0.244787961,0.1563,1.0,0.72368598,0.1293,1.0,1.0,1.0
321,1.0,1.0,0.391121477,0.1894,1.0,0.391121477,0.2515,1.0,0.656970084,0.1894,1.0,1.0,1.0
322,1.0,1.0,0.496698052,0.2513,1.0,0.496698052,0.3013,1.0,0.733301282,0.2513,1.0,1.0,1.0
323,1.0,1.0,0.424061835,0.3005,1.0,0.424061835,0.3415,1.0,0.82054925,0.3005,1.0,1.0,1.0
324,1.0,1.0,0.323638082,0.3063,1.0,0.323638082,0.3756,1.0,0.855143905,0.3063,1.0,1.0,1.0
325,1.0,1.0,0.296225339,0.3569,1.0,0.296225339,0.3573,1.0,0.838510633,0.3569,1.0,1.0,1.0
326,1.0,1.0,0.441782176,0.3508,1.0,0.441782176,0.3515,1.0,0.900317192,0.3508,1.0,1.0,1.0
327,1.0,1.0,0.550766826,0.2968,1.0,0.550766826,0.2854,1.0,0.944631457,0.2968,1.0,1.0,1.0
328,1.0,1.0,0.621668816,0.2386,1.0,0.621668816,0.2111,1.0,0.938807786,0.2386,1.0,1.0,1.0
329,1.0,1.0,0.686948419,0.1541,1.0,0.686948419,0.1166,1.0,0.953017473,0.1541,1.0,1.0,1.0
330,1.0,1.0,0.932779849,0.0215,1.0,0.932779849,0.0192,1.0,0.838192523,0.0215,1.0,1.0,1.0
331,1.0,1.0,0.999638379,0.0,1.0,0.999638379,0.0,1.0,0.743015766,0.0,1.0,1.0,1.0
332,1.0,1.0,0.985018253,0.0,1.0,0.985018253,0.0,1.0,0.600739002,0.0,1.0,1.0,1.0
333,1.0,1.0,0.999047577,0.0,1.0,0.999047577,0.0,1.0,0.883368611,0.0,1.0,1.0,1.0
334,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.974085331,0.0,1.0,1.0,1.0
335,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.958680153,0.0,1.0,1.0,1.0
336,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.956795573,0.0,1.0,1.0,1.0
337,1.0,1.0,0.997932076,0.0,1.0,0.997932076,0.0,1.0,0.818970919,0.0,1.0,1.0,1.0
338,1.0,1.0,0.982208312,0.0,1.0,0.982208312,0.0,1.0,0.724056244,0.0,1.0,1.0,1.0
339,1.0,1.0,0.986259937,0.0,1.0,0.986259937,0.0,1.0,0.717351198,0.0,1.0,1.0,1.0
340,1.0,1.0,0.994179308,0.0,1.0,0.994179308,0.0,1.0,0.723726153,0.0,1.0,1.0,1.0
341,1.0,1.0,0.966724813,0.0,1.0,0.966724813,0.0,1.0,0.723625481,0.0,1.0,1.0,1.0
342,1.0,1.0,0.938414276,0.0,1.0,0.938414276,0.0,1.0,0.731772125,0.0,1.0,1.0,1.0
343,1.0,1.0,0.819656253,0.0,1.0,0.819656253,0.0,1.0,0.790290594,0.0,1.0,1.0,1.0
344,1.0,1.0,0.804335475,0.0,1.0,0.804335475,0.0,1.0,0.554285526,0.0,1.0,1.0,1.0
345,1.0,1.0,0.796525359,0.2056,1.0,0.796525359,0.1964,1.0,0.616902471,0.2056,1.0,1.0,1.0
346,1.0,1.0,0.6475963,0.4097,1.0,0.6475963,0.35,1.0,0.659731388,0.4097,1.0,1.0,1.0
347,1.0,1.0,0.803939998,0.5584,1.0,0.803939998,0.4004,1.0,0.512989461,0.5584,1.0,1.0,1.0
348,1.0,1.0,0.813347638,0.4656,1.0,0.813347638,0.5397,1.0,0.467998236,0.4656,1.0,1.0,1.0
349,1.0,1.0,0.786184669,0.5802,1.0,0.786184669,0.5759,1.0,0.373288602,0.5802,1.0,1.0,1.0
350,1.0,1.0,0.809754848,0.5964,1.0,0.809754848,0.508,1.0,0.438009381,0.5964,1.0,1.0,1.0
351,1.0,1.0,0.920710862,0.5111,1.0,0.920710862,0.4839,1.0,0.587767482,0.5111,1.0,1.0,1.0
352,1.0,1.0,0.424674869,0.3605,1.0,0.424674869,0.3378,1.0,0.65806514,0.3605,1.0,1.0,1.0
353,1.0,1.0,0.673590124,0.1202,1.0,0.673590124,0.1348,1.0,0.666335702,0.1202,1.0,1.0,1.0
354,1.0,1.0,0.722590208,0.0,1.0,0.722590208,0.0,1.0,0.702498555,0.0,1.0,1.0,1.0
355,1.0,1.0,0.807032704,0.0,1.0,0.807032704,0.0,1.0,0.735339999,0.0,1.0,1.0,1.0
356,1.0,1.0,0.794338346,0.0,1.0,0.794338346,0.0,1.0,0.639792442,0.0,1.0,1.0,1.0
357,1.0,1.0,0.920866907,0.0,1.0,0.920866907,0.0,1.0,0.592087984,0.0,1.0,1.0,1.0
358,1.0,1.0,0.775906444,0.0,1.0,0.775906444,0.0,1.0,0.523823261,0.0,1.0,1.0,1.0
359,1.0,1.0,0.790116549,0.0,1.0,0.790116549,0.0,1.0,0.516953051,0.0,1.0,1.0,1.0
360,1.0,1.0,0.313982964,0.0,1.0,0.313982964,0.0,1.0,0.425170183,0.0,1.0,1.0,1.0
361,1.0,1.0,0.228863105,0.0,1.0,0.228863105,0.0,1.0,0.42695722,0.0,1.0,1.0,1.0
362,1.0,1.0,0.186610132,0.0,1.0,0.186610132,0.0,1.0,0.299720883,0.0,1.0,1.0,1.0
363,1.0,1.0,0.168072969,0.0,1.0,0.168072969,0.0,1.0,0.244982213,0.0,1.0,1.0,1.0
364,1.0,1.0,0.099481188,0.0,1.0,0.099481188,0.0,1.0,0.266644388,0.0,1.0,1.0,1.0
365,1.0,1.0,0.07131198,0.0,1.0,0.07131198,0.0,1.0,0.336548865,0.0,1.0,1.0,1.0
366,1.0,1.0,0.141474232,0.0,1.0,0.141474232,0.0,1.0,0.403077483,0.0,1.0,1.0,1.0
367,1.0,1.0,0.174716681,0.0,1.0,0.174716681,0.0,1.0,0.409066558,0.0,1.0,1.0,1.0
368,1.0,1.0,0.109989181,0.0,1.0,0.109989181,0.0,1.0,0.39652282,0.0,1.0,1.0,1.0
369,1.0,1.0,0.090794012,0.1584,1.0,0.090794012,0.1776,1.0,0.398093283,0.1584,1.0,1.0,1.0
370,1.0,1.0,0.030788897,0.3603,1.0,0.030788897,0.3604,1.0,0.361599565,0.3603,1.0,1.0,1.0
371,1.0,1.0,0.016659057,0.4586,1.0,0.016659057,0.4766,1.0,0.296996891,0.4586,1.0,1.0,1.0
372,1.0,1.0,0.026496863,0.4847,1.0,0.026496863,0.5273,1.0,0.182485133,0.4847,1.0,1.0,1.0
373,1.0,1.0,0.016100235,0.5907,1.0,0.016100235,0.6539,1.0,0.123761773,0.5907,1.0,1.0,1.0
374,1.0,1.0,0.063318081,0.7654,1.0,0.063318081,0.7914,1.0,0.1468952,0.7654,1.0,1.0,1.0
375,1.0,1.0,0.212307662,0.5757,1.0,0.212307662,0.5949,1.0,0.240729049,0.5757,1.0,1.0,1.0
376,1.0,1.0,0.184758514,0.4019,1.0,0.184758514,0.4277,1.0,0.319725215,0.4019,1.0,1.0,1.0
377,1.0,1.0,0.409239978,0.1541,1.0,0.409239978,0.1815,1.0,0.499451488,0.1541,1.0,1.0,1.0
378,1.0,1.0,0.85537678,0.0,1.0,0.85537678,0.0,1.0,0.735057831,0.0,1.0,1.0,1.0
379,1.0,1.0,0.717418909,0.0,1.0,0.717418909,0.0,1.0,0.768220544,0.0,1.0,1.0,1.0
380,1.0,1.0,0.363580614,0.0,1.0,0.363580614,0.0,1.0,0.875060856,0.0,1.0,1.0,1.0
381,1.0,1.0,0.317670733,0.0,1.0,0.317670733,0.0,1.0,0.820344567,0.0,1.0,1.0,1.0
382,1.0,1.0,0.271577805,0.0,1.0,0.271577805,0.0,1.0,0.910065353,0.0,1.0,1.0,1.0
383,1.0,1.0,0.311569244,0.0,1.0,0.311569244,0.0,1.0,0.957307518,0.0,1.0,1.0,1.0
384,1.0,1.0,0.221334517,0.0,1.0,0.221334517,0.0,1.0,0.946516454,0.0,1.0,1.0,1.0
385,1.0,1.0,0.171090662,0.0,1.0,0.171090662,0.0,1.0,0.934381068,0.0,1.0,1.0,1.0
386,1.0,1.0,0.079606064,0.0,1.0,0.079606064,0.0,1.0,0.913996696,0.0,1.0,1.0,1.0
387,1.0,1.0,0.189559758,0.0,1.0,0.189559758,0.0,1.0,0.945908904,0.0,1.0,1.0,1.0
388,1.0,1.0,0.259287894,0.0,1.0,0.259287894,0.0,1.0,0.926405728,0.0,1.0,1.0,1.0
389,1.0,1.0,0.127237305,0.0,1.0,0.127237305,0.0,1.0,0.849615216,0.0,1.0,1.0,1.0
390,1.0,1.0,0.17743887,0.0,1.0,0.17743887,0.0,1.0,0.885867298,0.0,1.0,1.0,1.0
391,1.0,1.0,0.27053991,0.0,1.0,0.27053991,0.0,1.0,0.903562665,0.0,1.0,1.0,1.0
392,1.0,1.0,0.18752566,0.0,1.0,0.18752566,0.0,1.0,0.900292158,0.0,1.0,1.0,1.0
393,1.0,1.0,0.695573568,0.1709,1.0,0.695573568,0.1778,1.0,0.789421737,0.1709,1.0,1.0,1.0
394,1.0,1.0,0.131348357,0.3428,1.0,0.131348357,0.3614,1.0,0.802557707,0.3428,1.0,1.0,1.0
395,1.0,1.0,0.239212155,0.4545,1.0,0.239212155,0.4885,1.0,0.730632544,0.4545,1.0,1.0,1.0
396,1.0,1.0,0.310001045,0.5223,1.0,0.310001045,0.5863,1.0,0.699638247,0.5223,1.0,1.0,1.0
397,1.0,1.0,0.416327089,0.5971,1.0,0.416327089,0.5876,1.0,0.509494543,0.5971,1.0,1.0,1.0
398,1.0,1.0,0.421913445,0.6098,1.0,0.421913445,0.5302,1.0,0.48682785,0.6098,1.0,1.0,1.0
399,1.0,1.0,0.579014182,0.5176,1.0,0.579014182,0.4279,1.0,0.620525122,0.5176,1.0,1.0,1.0
400,1.0,1.0,0.643352985,0.3503,1.0,0.643352985,0.2873,1.0,0.686781466,0.3503,1.0,1.0,1.0
401,1.0,1.0,0.790205538,0.1105,1.0,0.790205538,0.1142,1.0,0.834916592,0.1105,1.0,1.0,1.0
402,1.0,1.0,0.734749496,0.0,1.0,0.734749496,0.0,1.0,0.961258769,0.0,1.0,1.0,1.0
403,1.0,1.0,0.901278973,0.0,1.0,0.901278973,0.0,1.0,0.985307395,0.0,1.0,1.0,1.0
404,1.0,1.0,0.443615586,0.0,1.0,0.443615586,0.0,1.0,0.975257516,0.0,1.0,1.0,1.0
405,1.0,1.0,0.563726008,0.0,1.0,0.563726008,0.0,1.0,0.99187088,0.0,1.0,1.0,1.0
406,1.0,1.0,0.776801109,0.0,1.0,0.776801109,0.0,1.0,0.995504022,0.0,1.0,1.0,1.0
407,1.0,1.0,0.593942106,0.0,1.0,0.593942106,0.0,1.0,0.938395023,0.0,1.0,1.0,1.0
408,1.0,1.0,0.759970427,0.0,1.0,0.759970427,0.0,1.0,0.930854142,0.0,1.0,1.0,1.0
409,1.0,1.0,0.504448533,0.0,1.0,0.504448533,0.0,1.0,0.889441252,0.0,1.0,1.0,1.0
410,1.0,1.0,0.487716585,0.0,1.0,0.487716585,0.0,1.0,0.884310007,0.0,1.0,1.0,1.0
411,1.0,1.0,0.197554901,0.0,1.0,0.197554901,0.0,1.0,0.762876272,0.0,1.0,1.0,1.0
412,1.0,1.0,0.051789507,0.0,1.0,0.051789507,0.0,1.0,0.630009115,0.0,1.0,1.0,1.0
413,1.0,1.0,0.297564685,0.0,1.0,0.297564685,0.0,1.0,0.414530814,0.0,1.0,1.0,1.0
414,1.0,1.0,0.620805919,0.0,1.0,0.620805919,0.0,1.0,0.377632737,0.0,1.0,1.0,1.0
415,1.0,1.0,0.506251514,0.0,1.0,0.506251514,0.0,1.0,0.347323477,0.0,1.0,1.0,1.0
416,1.0,1.0,0.369528323,0.0,1.0,0.369528323,0.0,1.0,0.218754575,0.0,1.0,1.0,1.0
417,1.0,1.0,0.075398572,0.1904,1.0,0.075398572,0.1817,1.0,0.348196238,0.1904,1.0,1.0,1.0
418,1.0,1.0,0.052092776,0.3998,1.0,0.052092776,0.3776,1.0,0.275951982,0.3998,1.0,1.0,1.0
419,1.0,1.0,0.000912532,0.5013,1.0,0.000912532,0.5216,1.0,0.167353988,0.5013,1.0,1.0,1.0
420,1.0,1.0,0.003804801,0.5482,1.0,0.003804801,0.6342,1.0,0.096209385,0.5482,1.0,1.0,1.0
421,1.0,1.0,0.004665192,0.5471,1.0,0.004665192,0.6809,1.0,0.024136219,0.5471,1.0,1.0,1.0
422,1.0,1.0,0.034942862,0.5638,1.0,0.034942862,0.6637,1.0,0.017962135,0.5638,1.0,1.0,1.0
423,1.0,1.0,0.130620405,0.4942,1.0,0.130620405,0.5758,1.0,0.026331495,0.4942,1.0,1.0,1.0
424,1.0,1.0,0.209739819,0.358,1.0,0.209739819,0.4076,1.0,0.050122589,0.358,1.0,1.0,1.0
425,1.0,1.0,0.270353645,0.1237,1.0,0.270353645,0.1352,1.0,0.076377168,0.1237,1.0,1.0,1.0
426,1.0,1.0,0.587898731,0.0,1.0,0.587898731,0.0,1.0,0.160285532,0.0,1.0,1.0,1.0
427,1.0,1.0,0.801127791,0.0,1.0,0.801127791,0.0,1.0,0.250386924,0.0,1.0,1.0,1.0
428,1.0,1.0,0.471754193,0.0,1.0,0.471754193,0.0,1.0,0.234963924,0.0,1.0,1.0,1.0
429,1.0,1.0,0.497119367,0.0,1.0,0.497119367,0.0,1.0,0.377899528,0.0,1.0,1.0,1.0
430,1.0,1.0,0.433294594,0.0,1.0,0.433294594,0.0,1.0,0.383023888,0.0,1.0,1.0,1.0
431,1.0,1.0,0.464815438,0.0,1.0,0.464815438,0.0,1.0,0.388597429,0.0,1.0,1.0,1.0
432,1.0,1.0,0.495626986,0.0,1.0,0.495626986,0.0,1.0,0.359877288,0.0,1.0,1.0,1.0
433,1.0,1.0,0.773328662,0.0,1.0,0.773328662,0.0,1.0,0.376229882,0.0,1.0,1.0,1.0
434,1.0,1.0,0.922425091,0.0,1.0,0.922425091,0.0,1.0,0.42322576,0.0,1.0,1.0,1.0
435,1.0,1.0,0.975681365,0.0,1.0,0.975681365,0.0,1.0,0.425420642,0.0,1.0,1.0,1.0
436,1.0,1.0,0.998668909,0.0,1.0,0.998668909,0.0,1.0,0.474283308,0.0,1.0,1.0,1.0
437,1.0,1.0,0.96816361,0.0,1.0,0.96816361,0.0,1.0,0.513089657,0.0,1.0,1.0,1.0
438,1.0,1.0,0.995454729,0.0,1.0,0.995454729,0.0,1.0,0.691806316,0.0,1.0,1.0,1.0
439,1.0,1.0,0.987193763,0.0,1.0,0.987193763,0.0,1.0,0.568521321,0.0,1.0,1.0,1.0
440,1.0,1.0,0.9938519,0.0,1.0,0.9938519,0.0,1.0,0.524209619,0.0,1.0,1.0,1.0
441,1.0,1.0,0.997879922,0.0,1.0,0.997879922,0.0001,1.0,0.65563798,0.0,1.0,1.0,1.0
442,1.0,1.0,0.994140625,0.0026,1.0,0.994140625,0.0041,1.0,0.655473053,0.0026,1.0,1.0,1.0
443,1.0,1.0,0.999531507,0.0598,1.0,0.999531507,0.0626,1.0,0.686019301,0.0598,1.0,1.0,1.0
444,1.0,1.0,1.0,0.1045,1.0,1.0,0.0905,1.0,0.958478153,0.1045,1.0,1.0,1.0
445,1.0,1.0,1.0,0.0515,1.0,1.0,0.1765,1.0,0.988630712,0.0515,1.0,1.0,1.0
446,1.0,1.0,0.999296963,0.0671,1.0,0.999296963,0.3062,1.0,0.989668608,0.0671,1.0,1.0,1.0
447,1.0,1.0,0.987912178,0.1956,1.0,0.987912178,0.369,1.0,0.97400701,0.1956,1.0,1.0,1.0
448,1.0,1.0,0.973082304,0.1553,1.0,0.973082304,0.2813,1.0,0.943269491,0.1553,1.0,1.0,1.0
449,1.0,1.0,0.908562422,0.0357,1.0,0.908562422,0.0903,1.0,0.918866634,0.0357,1.0,1.0,1.0
450,1.0,1.0,0.863576651,0.0,1.0,0.863576651,0.0,1.0,0.912455797,0.0,1.0,1.0,1.0
451,1.0,1.0,0.441652387,0.0,1.0,0.441652387,0.0,1.0,0.918765068,0.0,1.0,1.0,1.0
452,1.0,1.0,0.133826673,0.0,1.0,0.133826673,0.0,1.0,0.914151609,0.0,1.0,1.0,1.0
